codigomuestra,parcela,usuariohab,fechacreacionhab,fechaenviohab,idodkhabitat,horainicio,horafinal,longitud,latitud,elevacion,precisioncoords,localidad,distanciaabasura,distanciaagua,distanciavias,actividadpersonas,actividadcebo1,actividadcebo2,actividadcebo3,actividadcebo4,fechacolecta,otroscolectores,observaciones,plantas,idparentalcolec,siglascolectores,idparentaltiposdecebo,tiposdecebo,idparentalcebosbajo,cebosbajo,idparentalcebossobre,cebossobre,idparentalcebosotrosele,cebosotrosele
H20191012m7,p88,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-10-15 15:42:23.96,2019-10-15 15:42:23.957,uuid:c479fa66-dc2c-464a-9909-4583d94a5d64,11.06 am,12.06 pm,-69.9193676100,18.4616850100,-1.0000000000,15.1700000763,Frente ciencias económicas y sociales,10omas,0,1a5,10omas,0,10omas,1a5,1a5,2019-10-12 00:00:00,NULL,NULL,NULL,uuid:c479fa66-dc2c-464a-9909-4583d94a5d64,jdmp,uuid:c479fa66-dc2c-464a-9909-4583d94a5d64,"atun_tuna,aceite",uuid:c479fa66-dc2c-464a-9909-4583d94a5d64,dosel,uuid:c479fa66-dc2c-464a-9909-4583d94a5d64,hierba,uuid:c479fa66-dc2c-464a-9909-4583d94a5d64,no_aplica
20190927M01,p182,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-09-27 22:25:36.466,2019-09-27 22:25:36.459,uuid:d2dd26fb-0b6a-4cd9-a37d-61bb2ea7d806,4.47 pm,6.15 pm,-69.9179312800,18.4587346900,-18.8300476074,3.2160000801,NU,10omas,0,1a5,0,10omas,6a9,10omas,10omas,2019-09-27 00:00:00,NULL,NULL,NULL,uuid:d2dd26fb-0b6a-4cd9-a37d-61bb2ea7d806,emdr,uuid:d2dd26fb-0b6a-4cd9-a37d-61bb2ea7d806,atun_tuna,uuid:d2dd26fb-0b6a-4cd9-a37d-61bb2ea7d806,despejado,uuid:d2dd26fb-0b6a-4cd9-a37d-61bb2ea7d806,hierba,uuid:d2dd26fb-0b6a-4cd9-a37d-61bb2ea7d806,"hojarasca,basura_restos_comida"
H20191012m6,p6,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-10-12 21:42:47.349,2019-10-12 21:42:47.343,uuid:1a0d1353-4f3d-42ba-8d06-65e62727a0a6,4.50 pm,5.42 pm,-69.9142196300,18.4633621200,-29.0000000000,4.5509996414,Play softball puerta central,6a9,0,6a9,1a5,10omas,10omas,6a9,10omas,2019-10-12 00:00:00,NULL,Cesped recortado.,"Otras herbaceas que no es el pasto o cesped regular. Cesped recien recortado, pero queda en la base casi completo.",uuid:1a0d1353-4f3d-42ba-8d06-65e62727a0a6,"jdmp,mlt",uuid:1a0d1353-4f3d-42ba-8d06-65e62727a0a6,"atun_tuna,aceite",uuid:1a0d1353-4f3d-42ba-8d06-65e62727a0a6,despejado,uuid:1a0d1353-4f3d-42ba-8d06-65e62727a0a6,hierba,uuid:1a0d1353-4f3d-42ba-8d06-65e62727a0a6,no_aplica
20191014M06,p171,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-15 16:19:59.81,2019-10-15 16:19:59.804,uuid:50ce493e-b74c-46d0-b383-afc8039d0661,2.03 pm,3.04 pm,-69.9194123400,18.4592839900,-18.6879577637,3.2160000801,Aula magna,1a5,0,1a5,0,10omas,10omas,10omas,10omas,2019-10-14 00:00:00,NULL,5 personas sentadas cerca,"Framboyan, pino, palma",uuid:50ce493e-b74c-46d0-b383-afc8039d0661,emdr,uuid:50ce493e-b74c-46d0-b383-afc8039d0661,atun_tuna,uuid:50ce493e-b74c-46d0-b383-afc8039d0661,despejado,uuid:50ce493e-b74c-46d0-b383-afc8039d0661,hierba,uuid:50ce493e-b74c-46d0-b383-afc8039d0661,hojarasca
20191025M10,p33,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31 17:06:55.532,2019-10-31 17:06:55.523,uuid:7ed5bd55-9c29-49e6-ba6d-3228afcf5c16,11.43 am,12.51 pm,-69.9173141200,18.4632324400,-15.7388916016,3.2160000801,Frente al comedor,10omas,0,1a5,0,10omas,10omas,10omas,10omas,2019-10-25 00:00:00,NULL,1 cebo sin hormigas,NULL,uuid:7ed5bd55-9c29-49e6-ba6d-3228afcf5c16,emdr,uuid:7ed5bd55-9c29-49e6-ba6d-3228afcf5c16,atun_tuna,uuid:7ed5bd55-9c29-49e6-ba6d-3228afcf5c16,dosel,uuid:7ed5bd55-9c29-49e6-ba6d-3228afcf5c16,"suelo_tierra,hierba",uuid:7ed5bd55-9c29-49e6-ba6d-3228afcf5c16,"hojarasca,ramas_troncos"
20190928B3,p169,uid:bidelkiscastillo|2019-08-27T17:29:46.697501Z,2019-09-30 14:46:12.59,2019-09-30 14:46:12.587,uuid:e79c2058-523a-4d92-930d-369a7b785273,12.15 pm,1.00 pm,-69.9204433333,18.4590866667,21.3000000000,2.0000000000,Entrada del parqueo grande de la uasd,6a9,0,1a5,0,0,1a5,1a5,0,2019-09-28 00:00:00,NULL,"Llovio la noche anterior, hay pocas hormigas",Palma,uuid:e79c2058-523a-4d92-930d-369a7b785273,bacs,uuid:e79c2058-523a-4d92-930d-369a7b785273,atun_tuna,uuid:e79c2058-523a-4d92-930d-369a7b785273,despejado,uuid:e79c2058-523a-4d92-930d-369a7b785273,cemento_pavimento,uuid:e79c2058-523a-4d92-930d-369a7b785273,basura_restos_comida
H20191013m8,p8,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-10-17 23:20:55.06,2019-10-17 23:20:55.054,uuid:1819a611-a5a3-4a97-863a-42e525941ce7,9.20 am,9.56 am,-69.9151762200,18.4645668800,-14.0000000000,4.5509996414,Detras Deportes (Quadrat #8),1a5,0,1a5,1a5,0,0,1a5,1a5,2019-10-13 00:00:00,NULL,NULL,Fila de Grigri al borde acera calle,uuid:1819a611-a5a3-4a97-863a-42e525941ce7,"mlt,jdmp",uuid:1819a611-a5a3-4a97-863a-42e525941ce7,"atun_tuna,aceite",uuid:1819a611-a5a3-4a97-863a-42e525941ce7,despejado,uuid:1819a611-a5a3-4a97-863a-42e525941ce7,cemento_pavimento,uuid:1819a611-a5a3-4a97-863a-42e525941ce7,hojarasca
20191024M08,p134,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31 17:06:53.385,2019-10-31 17:06:53.379,uuid:8c39c9f3-abdb-4d09-beac-c328133d4ad2,11.24 am,12.51 pm,-69.9162449700,18.4604064000,-17.9768066406,3.2160000801,Frente a parqueos registro,10omas,0,1a5,0,10omas,10omas,10omas,10omas,2019-10-24 00:00:00,NULL,15 personas cruzaron por el cebo,Palma,uuid:8c39c9f3-abdb-4d09-beac-c328133d4ad2,emdr,uuid:8c39c9f3-abdb-4d09-beac-c328133d4ad2,atun_tuna,uuid:8c39c9f3-abdb-4d09-beac-c328133d4ad2,dosel,uuid:8c39c9f3-abdb-4d09-beac-c328133d4ad2,"hierba,suelo_tierra",uuid:8c39c9f3-abdb-4d09-beac-c328133d4ad2,hojarasca
20190928B4,p122,uid:bidelkiscastillo|2019-08-27T17:29:46.697501Z,2019-09-30 14:46:14.899,2019-09-30 14:46:14.892,uuid:289f1c57-1f65-4d36-9964-234789c7fecd,2.30 pm,3.40 pm,-69.9219083333,18.4604450000,26.9000000000,1.7999999523,Area verde del parqueo de la Torre Administrativ,10omas,0,1a5,0,6a9,10omas,10omas,10omas,2019-09-28 00:00:00,NULL,NULL,Frambollan,uuid:289f1c57-1f65-4d36-9964-234789c7fecd,bacs,uuid:289f1c57-1f65-4d36-9964-234789c7fecd,atun_tuna,uuid:289f1c57-1f65-4d36-9964-234789c7fecd,despejado,uuid:289f1c57-1f65-4d36-9964-234789c7fecd,hierba,uuid:289f1c57-1f65-4d36-9964-234789c7fecd,"hojarasca,rocas,ramas_troncos"
H20190827m1,p3,uid:jimenezsosa|2019-08-27T17:32:44.136781Z,2019-09-10 19:15:00.32,2019-09-10 19:15:00.315,uuid:c559b0bd-7987-4b3e-9676-3b7225483807,8.43 am,8.43 am,-69.9166777100,18.4596988100,-6.0000000000,29.0000000000,FA Ciencias,0,1a5,0,1a5,no_aplica,1a5,10omas,no_aplica,2019-09-10 00:00:00,NULL,NULL,NULL,uuid:c559b0bd-7987-4b3e-9676-3b7225483807,lajs,uuid:c559b0bd-7987-4b3e-9676-3b7225483807,atun_tuna,uuid:c559b0bd-7987-4b3e-9676-3b7225483807,"no_aplica,despejado",uuid:c559b0bd-7987-4b3e-9676-3b7225483807,cemento_pavimento,uuid:c559b0bd-7987-4b3e-9676-3b7225483807,no_aplica
20191014B8,p160,uid:bidelkiscastillo|2019-08-27T17:29:46.697501Z,2019-10-14 21:35:52.904,2019-10-14 21:35:52.895,uuid:e404632a-e2df-4c90-9c21-7a87dcd3a4b9,1.55 pm,2.57 pm,-69.9195550000,18.4594816667,25.2000000000,1.7999999523,Gramita del aula magna,1a5,1a5,1a5,1a5,1a5,6a9,1a5,10omas,2019-10-14 00:00:00,NULL,Muchas hormigas,"Palma, framboyan",uuid:e404632a-e2df-4c90-9c21-7a87dcd3a4b9,bacs,uuid:e404632a-e2df-4c90-9c21-7a87dcd3a4b9,atun_tuna,uuid:e404632a-e2df-4c90-9c21-7a87dcd3a4b9,despejado,uuid:e404632a-e2df-4c90-9c21-7a87dcd3a4b9,hierba,uuid:e404632a-e2df-4c90-9c21-7a87dcd3a4b9,"basura_restos_comida,hojarasca"
H20190929m5,p49,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-10-15 15:42:18.948,2019-10-15 15:42:18.943,uuid:f2124428-9511-4bcf-94ee-33c39ea14957,2.25 pm,3.44 pm,-69.9158152900,18.4627666100,4.0000000000,24.2719993591,NULL,10omas,0,1a5,6a9,10omas,10omas,10omas,6a9,2019-09-29 00:00:00,NULL,NULL,NULL,uuid:f2124428-9511-4bcf-94ee-33c39ea14957,jdmp,uuid:f2124428-9511-4bcf-94ee-33c39ea14957,atun_tuna,uuid:f2124428-9511-4bcf-94ee-33c39ea14957,dosel,uuid:f2124428-9511-4bcf-94ee-33c39ea14957,"cemento_pavimento,hierba",uuid:f2124428-9511-4bcf-94ee-33c39ea14957,"ramas_troncos,hojarasca"
H20191012m2,p2,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-10-12 15:57:43.536,2019-10-12 15:57:43.527,uuid:47e09a24-48ca-4b38-bc49-a8772474919f,11.08 am,11.47 pm,-69.9179006100,18.4601262200,-17.0000000000,4.5509996414,Parqueo Profesores (detras CM),0,0,6a9,0,1a5,1a5,no_aplica,no_aplica,2019-10-12 00:00:00,NULL,"Pocos transeúntes. Área de reposo estudiantes (sombra). Solenopsis en 2 cebos próximos a vegetación. Asistió Diyael Sosa. Solo en 2 cebos no hubieron hormigas, y en las demas Dorimirmex.","Algunas en los bordes del pasto, pero siempre a más de 2 metros de los cebos.",uuid:47e09a24-48ca-4b38-bc49-a8772474919f,mlt,uuid:47e09a24-48ca-4b38-bc49-a8772474919f,atun_tuna,uuid:47e09a24-48ca-4b38-bc49-a8772474919f,despejado,uuid:47e09a24-48ca-4b38-bc49-a8772474919f,cemento_pavimento,uuid:47e09a24-48ca-4b38-bc49-a8772474919f,no_aplica
H20191013m9,p140,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-10-17 23:20:57.476,2019-10-17 23:20:57.471,uuid:22c11ddf-3e2e-4924-b0d0-e86d0bd1736e,10.09 am,10.42 am,-69.9218910800,18.4600708500,-23.0000000000,4.5509996414,Detras Torre Amd - Q140,1a5,0,1a5,0,0,0,0,0,2019-10-13 00:00:00,NULL,Muy soleado,No,uuid:22c11ddf-3e2e-4924-b0d0-e86d0bd1736e,"mlt,jdmp",uuid:22c11ddf-3e2e-4924-b0d0-e86d0bd1736e,"atun_tuna,aceite",uuid:22c11ddf-3e2e-4924-b0d0-e86d0bd1736e,despejado,uuid:22c11ddf-3e2e-4924-b0d0-e86d0bd1736e,cemento_pavimento,uuid:22c11ddf-3e2e-4924-b0d0-e86d0bd1736e,no_aplica
H20191012m7,p7,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-10-12 22:41:01.318,2019-10-12 22:41:01.312,uuid:ea2aa915-199a-4417-b39c-38b3784929ce,6.00 pm,6.40 pm,-69.9200163300,18.4588257600,-18.0000000000,6.0679998398,Entrada Peatonal,0,0,1a5,0,6a9,10omas,1a5,no_aplica,2019-10-12 00:00:00,NULL,NULL,Ningua. Areas de cesped y ornamentales en márgenes.,uuid:ea2aa915-199a-4417-b39c-38b3784929ce,"mlt,jdmp",uuid:ea2aa915-199a-4417-b39c-38b3784929ce,"atun_tuna,aceite",uuid:ea2aa915-199a-4417-b39c-38b3784929ce,despejado,uuid:ea2aa915-199a-4417-b39c-38b3784929ce,cemento_pavimento,uuid:ea2aa915-199a-4417-b39c-38b3784929ce,no_aplica
H20191012m4,p1,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-10-12 18:00:25.81,2019-10-12 18:00:25.802,uuid:28523054-90e8-4a52-b4ec-d9281e60c745,1.05 pm,1.38 pm,-69.9205585800,18.4609699000,-7.0000000000,4.5509996414,Frente Torre Adm,10omas,0,1a5,1a5,0,0,0,0,2019-10-12 00:00:00,NULL,Area desprovista vegetación. Horario meridiano (1 pm) muy soleado. Ninguna hormiga registrada.,"Pocos arbustos (foto) en áreas específicas, con una palma (MacArthur?) en el centro.",uuid:28523054-90e8-4a52-b4ec-d9281e60c745,"mlt,jdmp",uuid:28523054-90e8-4a52-b4ec-d9281e60c745,"atun_tuna,aceite",uuid:28523054-90e8-4a52-b4ec-d9281e60c745,despejado,uuid:28523054-90e8-4a52-b4ec-d9281e60c745,cemento_pavimento,uuid:28523054-90e8-4a52-b4ec-d9281e60c745,no_aplica
H20190929m6,p54,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-10-15 15:42:21.503,2019-10-15 15:42:21.499,uuid:ba5fea68-afe4-4dd3-ba20-6c4c6d418c02,5.47 pm,6.42 pm,-69.9134005300,18.4626432200,-31.0000000000,13.6529998779,Bienestar estudiantil,1a5,0,1a5,1a5,1a5,10omas,1a5,10omas,2019-09-29 00:00:00,NULL,NULL,"Pata de vaca, noni",uuid:ba5fea68-afe4-4dd3-ba20-6c4c6d418c02,jdmp,uuid:ba5fea68-afe4-4dd3-ba20-6c4c6d418c02,atun_tuna,uuid:ba5fea68-afe4-4dd3-ba20-6c4c6d418c02,dosel,uuid:ba5fea68-afe4-4dd3-ba20-6c4c6d418c02,"hierba,cemento_pavimento",uuid:ba5fea68-afe4-4dd3-ba20-6c4c6d418c02,"hojarasca,basura_restos_comida,ramas_troncos"
20191014B10,p187,uid:bidelkiscastillo|2019-08-27T17:29:46.697501Z,2019-10-14 21:35:56.171,2019-10-14 21:35:56.167,uuid:5a21303c-833f-4045-b79a-f76c0b46da6e,4.45 pm,5.35 pm,-69.9189133333,18.4583466667,3.4000000000,2.9000000954,Transportación,1a5,1a5,1a5,0,0,0,0,1a5,2019-10-14 00:00:00,NULL,Muchos vehículos,NULL,uuid:5a21303c-833f-4045-b79a-f76c0b46da6e,bacs,uuid:5a21303c-833f-4045-b79a-f76c0b46da6e,atun_tuna,uuid:5a21303c-833f-4045-b79a-f76c0b46da6e,despejado,uuid:5a21303c-833f-4045-b79a-f76c0b46da6e,cemento_pavimento,uuid:5a21303c-833f-4045-b79a-f76c0b46da6e,"basura_restos_comida,hojarasca"
20191012B6,p53,uid:bidelkiscastillo|2019-08-27T17:29:46.697501Z,2019-10-14 17:40:08.831,2019-10-14 17:40:08.823,uuid:62196068-7285-49f8-8bd3-c2a324dd8c47,12.10 pm,1.05 pm,-69.9140966667,18.4629400000,29.2000000000,2.7999999523,Cancha al lado del play,1a5,0,1a5,1a5,0,1a5,0,1a5,2019-10-12 00:00:00,NULL,Pocas hormigas en pavimento,Ni idea,uuid:62196068-7285-49f8-8bd3-c2a324dd8c47,bacs,uuid:62196068-7285-49f8-8bd3-c2a324dd8c47,atun_tuna,uuid:62196068-7285-49f8-8bd3-c2a324dd8c47,despejado,uuid:62196068-7285-49f8-8bd3-c2a324dd8c47,cemento_pavimento,uuid:62196068-7285-49f8-8bd3-c2a324dd8c47,"basura_restos_comida,hojarasca"
H20191013m11,p156,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-10-17 23:21:02.51,2019-10-17 23:21:02.503,uuid:9d5fbaa0-b038-4417-9f1e-735c244a6c92,12.45 pm,1.20 pm,-69.9209744600,18.4595780900,-9.0000000000,4.5509996414,Salida puerta Torre Adm - Q156,10omas,0,1a5,0,0,0,0,0,2019-10-13 00:00:00,NULL,Ninguna hormiga. Muy soleado y expuesto.,Arbustos cerca con palma real,uuid:9d5fbaa0-b038-4417-9f1e-735c244a6c92,"mlt,jdmp",uuid:9d5fbaa0-b038-4417-9f1e-735c244a6c92,"atun_tuna,aceite",uuid:9d5fbaa0-b038-4417-9f1e-735c244a6c92,despejado,uuid:9d5fbaa0-b038-4417-9f1e-735c244a6c92,cemento_pavimento,uuid:9d5fbaa0-b038-4417-9f1e-735c244a6c92,no_aplica
H20190928m3,p25,uid:jorge-mutonen|2019-08-27T17:32:44.138229Z,2019-10-15 15:42:13.968,2019-10-15 15:42:13.963,uuid:14144fd8-be71-4ebf-b1a0-c4a7309b2145,9.20 am,10.34 am,-69.9155384900,18.4633621700,-9.0000000000,13.6529998779,Campo de béisbol UASD,0,0,1a5,0,1a5,10omas,10omas,6a9,2019-09-29 00:00:00,NULL,Se reúnen más rápido en suelo desnudo,NULL,uuid:14144fd8-be71-4ebf-b1a0-c4a7309b2145,jdmp,uuid:14144fd8-be71-4ebf-b1a0-c4a7309b2145,atun_tuna,uuid:14144fd8-be71-4ebf-b1a0-c4a7309b2145,despejado,uuid:14144fd8-be71-4ebf-b1a0-c4a7309b2145,hierba,uuid:14144fd8-be71-4ebf-b1a0-c4a7309b2145,no_aplica
H20191012m5,p5,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-10-12 20:24:29.856,2019-10-12 20:24:29.85,uuid:9f00b937-5961-4f0f-aa1e-2cc20ad242bf,3.19 pm,4.20 pm,-69.9150730500,18.4640567300,-17.0000000000,4.5509996414,Al lado Play Baseball,10omas,0,1a5,0,10omas,10omas,1a5,10omas,2019-10-12 00:00:00,NULL,Muchas hormigas. Hasta ahora mayor diversidad y densidad observada (sin analizar en lupa aún).,NULL,uuid:9f00b937-5961-4f0f-aa1e-2cc20ad242bf,"mlt,jdmp",uuid:9f00b937-5961-4f0f-aa1e-2cc20ad242bf,"atun_tuna,aceite",uuid:9f00b937-5961-4f0f-aa1e-2cc20ad242bf,despejado,uuid:9f00b937-5961-4f0f-aa1e-2cc20ad242bf,hierba,uuid:9f00b937-5961-4f0f-aa1e-2cc20ad242bf,no_aplica
